drug,highest_confidence,within_pocket
ZINC000000001850,-2.4500,True
Thymopentin,-2.4500,True
Alpelisib,-2.4500,True
Intedanib,-2.4500,True
Hesperidin,-2.4500,True
Dacomitinib,-2.4500,True
Pirarubicin,-2.4600,True
Teniposide,-2.4600,True
Acetophenazine,-2.4700,True
Acarbose,-2.4700,True
Bucladesine_sodium,-2.4700,True
Linaclotide,-2.4800,True
Zinforo,-2.4900,True
Fentanyl_droperidol,-2.4900,True
LGX818,-2.4900,True
Naldemedine_Tosylate,-2.4900,True
Prednimustine,-2.5000,True
Buclizine,-2.5000,True
Glimepiride,-2.5000,True
Mupirocin,-2.5000,True
Iopentol,-2.5000,True
Rifamycin,-2.5000,True
Cerivastatin,-2.5000,True
Glibenclamide,-2.5000,True
Sofalcone,-2.5000,True
Pegfilgrastim,-2.5100,True
Trametinib,-2.5100,True
Vitamin_E,-2.5100,True
Tepotinib,-2.5200,True
Cefodizime_sodium,-2.5200,True
Auranofin,-2.5200,True
EVANS_BLUE,-2.5200,True
Colistin,-2.5300,False
BMS_201038,-2.5300,True
GMDP,-2.5300,True
MCB_3837,-2.5400,True
Fluphenazine,-2.5400,True
Remdesivir,-2.5500,True
Rosaramicin,-2.5500,True
Mobocertinib,-2.5500,True
Melinamide,-2.5600,True
Falecalcitrol,-2.5700,True
Fosamprenavir,-2.5700,True
Vincristine,-2.5700,True
SKI_758,-2.5700,True
Natamycin,-2.5800,True
ENASIDENIB_MESYLATE,-2.5800,True
Fexofenadine,-2.5900,True
Hidrosmin,-2.5900,True
Verapamil,-2.5900,True
Bitolterol,-2.6000,True
Atazanavir,-2.6000,True
GDC_0199,-2.6000,True
Gliquidone,-2.6000,True
Schizophyllan,-2.6100,True
Delamanid,-2.6100,True
Fostemsavir,-2.6100,True
Valrubicin,-2.6200,True
Pegaptanib,-2.6200,True
153Sm_EDTMP,-2.6300,True
Sennoside_b,-2.6300,True
Plecanatide,-2.6400,True
Stevioside,-2.6400,True
Tezacaftor_and_ivacaftor,-2.6500,True
Novobiocin,-2.6500,True
Isopropamide_iodide,-2.6500,True
Amprenavir,-2.6500,True
Vasopressin,-2.6600,True
Osimertinib,-2.6600,True
Trabectedin,-2.6700,True
Itraconazole,-2.6700,True
Bosutinib,-2.6700,True
Telotristat_ethyl,-2.6700,True
Capreomycin,-2.6700,False
Methadyl_Acetate,-2.6700,True
Nartograstim,-2.6800,True
Alatrofloxacin_mesylate,-2.6800,True
Gadoversetamide,-2.6900,True
Asasantin,-2.6900,True
BOCEPREVIR,-2.6900,True
Maraviroc,-2.6900,True
LY2835219,-2.6900,True
Quinupristin,-2.7000,True
Temoporfin,-2.7000,True
Setmelanotide,-2.7000,True
PSI_7977,-2.7100,True
Rokitamycin,-2.7100,True
Digoxin,-2.7100,True
Vorapaxar,-2.7100,True
Alpha_acetyldigoxin,-2.7100,True
Pacritinib,-2.7100,True
Aliskiren,-2.7200,True
Rifamycin_b,-2.7300,True
Cangrelor,-2.7400,True
Terconazole,-2.7400,True
Glycerol_phenylbutyrate,-2.7500,True
Verteporfin,-2.7500,False
Zafirlukast,-2.7500,True
Fulvestrant,-2.7600,True
PITAVASTATIN_CALCIUM,-2.7600,True
Levomilnacipran,-2.7700,True
Vinblastine,-2.7700,True
Motexafin_gadolinium,-2.7800,True
Lenacapavir,-2.7800,True
Pemafibrate,-2.7800,True
Plazomicin,-2.7800,True
Rapacuronium_bromide,-2.7900,True
Eptifibatide,-2.7900,True
MD_1100,-2.8000,True
Tubocurarine,-2.8000,True
Posaconazole,-2.8000,True
Zanubrutinib,-2.8100,True
Penfluridol,-2.8100,True
Rv_11,-2.8100,True
Lovastatin,-2.8200,True
Sennoside_a,-2.8200,True
Dalfopristin,-2.8200,True
Moxidectin,-2.8200,True
Elagolix_sodium,-2.8200,True
Vecuronium,-2.8300,True
Vancomycin,-2.8300,False
Ergocalciferol,-2.8400,True
Eribulin,-2.8400,True
Calcium_levofolinate,-2.8500,True
Lusutrombopag,-2.8500,True
Cefoperazone,-2.8500,True
Spinosad,-2.8500,True
Empagliflozin_linagliptin,-2.8600,True
Vinorelbine,-2.8600,True
VIT_45,-2.8700,True
Olmesartan_medoxomil,-2.8700,True
Sparsentan,-2.8700,True
Dipyridamole,-2.8800,True
Rifapentine,-2.8900,True
Dactinomycin,-2.8900,True
Pristinamycin,-2.8900,True
Nystatin,-2.8900,True
Ixabepilone,-2.9000,True
Aclarubicin,-2.9100,True
Selpercatinib,-2.9100,True
Halaven,-2.9100,True
Mecobalamin,-2.9200,False
Metocurine_Iodide,-2.9200,True
ALCURONIUM,-2.9300,True
Taxol,-2.9300,True
Darunavir,-2.9300,True
Fedratinib,-2.9300,True
Beta_carotene,-2.9300,True
Emetine,-2.9400,True
ARZOXIFENE,-2.9600,True
Sirolimus,-2.9600,True
Cefbuperazone_sodium,-2.9600,True
Apalcillin_sodium,-2.9700,True
Clomipramine,-2.9800,True
Rosuvastatin,-2.9800,True
Spiramycin,-2.9900,True
Deferoxamine_Mesylate,-3.0000,True
Clofazimine,-3.0000,True
Tirilazad_mesylate,-3.0000,True
Berotralstat,-3.0100,True
Cefpiramide,-3.0100,True
Candicidin,-3.0100,False
Lanatoside_b,-3.0300,True
Relvar_Breo,-3.0300,True
Virginiamycin,-3.0400,True
Pimecrolimus,-3.0400,True
Caspofungin,-3.0400,True
Beta_acetyldigoxin,-3.0400,True
Rifampin,-3.0400,True
Oxytocin,-3.0400,True
Edoxaban_tosylate,-3.0500,True
Copper_dotatate_Cu_64,-3.0500,False
Zavegepant,-3.0600,True
Ioxaglate,-3.0600,True
Eberconazole,-3.0600,True
Adagrasib,-3.0600,True
Zotarolimus,-3.0600,False
Tacrolimus,-3.0700,True
TRYPAN_BLUE,-3.0700,True
Ibrexafungerp,-3.0700,True
Pralsetinib,-3.0700,True
Alogliptin_pioglitazone,-3.0700,True
Polidocanol,-3.0800,True
Terlipressin,-3.0800,True
Pimavanserin,-3.0800,True
Aescin,-3.0900,True
Temsirolimus,-3.1000,True
Gadoxetate_disodium,-3.1000,True
Anidulafungin,-3.1000,False
Ardeparin,-3.1100,True
Desmopressin,-3.1100,False
Goserelin,-3.1100,True
Carbetocin,-3.1100,True
Sultamicillin_tosilate,-3.1100,True
Deslanoside,-3.1100,True
Macrolides,-3.1200,True
Demecarium_bromide,-3.1200,True
Ritonavir,-3.1200,True
Lurasidone_hydrochloride,-3.1300,True
Urofollitropin,-3.1300,True
Zithromax,-3.1300,True
Glycopyrrolate,-3.1300,True
Macitentan,-3.1300,True
Digitoxin,-3.1400,False
Cisatracurium,-3.1400,False
Pyronaridine,-3.1500,True
Somatrem,-3.1600,True
Pasireotide,-3.1600,True
Naloxegol,-3.1600,True
Buserelin_acetate,-3.1600,True
Otilonium_bromide,-3.1600,True
Lercanidipine,-3.1700,True
Acetyldigitoxin,-3.1800,True
Josamycin,-3.1800,True
Ivermectin,-3.1800,True
BIBW_2992,-3.1800,True
Lanatoside_a,-3.1800,True
Bosentan,-3.1900,True
Everolimus,-3.2000,True
Fosinopril,-3.2000,True
Dronedarone,-3.2000,True
Omidenepag_isopropyl,-3.2000,True
Daclatasvir,-3.2100,True
Nafarelin,-3.2100,True
Pancuronium,-3.2100,True
Mirvetuximab_soravtansine,-3.2100,True
Biolimus_a9,-3.2100,True
Orlistat,-3.2300,True
Docetaxel,-3.2300,True
Iotrolan,-3.2300,True
Saquinavir,-3.2300,True
Entrectinib,-3.2300,True
Rifaximin,-3.2500,True
Eliglustat_tartrate,-3.2600,True
Lypressin,-3.2600,True
Fondaparinux_sodium,-3.2600,False
Hexafluronium_bromide,-3.2700,True
Lanatoside_c,-3.2700,True
Troleandomycin,-3.2700,True
Gallamine_Triethiodide,-3.2800,True
Odevixibat,-3.2800,True
Sofosbuvir_velpatasvir_voxilaprevir,-3.2800,True
Indocyanine_green,-3.2800,True
Micafungin,-3.3000,False
Flurithromycin_ethylsuccinate,-3.3000,True
Maralixibat,-3.3100,True
Octreotide,-3.3100,True
Gilteritinib,-3.3200,True
Brilliant_Blue_G_Ophthalmic_Solution,-3.3200,True
Asiaticoside,-3.3200,True
Lentinan,-3.3200,False
Cobicistat_darunavir,-3.3300,True
Deslorelin,-3.3300,True
Midecamycin,-3.3300,True
Tenofovir_disoproxil_fumarate,-3.3400,True
Propoxyphene_Hydrochloride,-3.3400,True
Gitalin,-3.3400,True
Atracurium,-3.3400,False
Vapreotide_acetate,-3.3400,True
Belumosudil,-3.3500,True
Felypressin,-3.3500,True
Plicamycin,-3.3600,True
Ceritinib,-3.3600,True
Tiropramide,-3.3700,True
SARALASIN,-3.3800,True
Oritavancin,-3.3800,True
Romurtide,-3.3800,False
Voclosporin,-3.3900,True
Telmisartan,-3.3900,True
Carfilzomib,-3.4000,True
Clarithromycin,-3.4000,True
Pegunigalsidase_alfa,-3.4100,True
Novolimus,-3.4100,True
Difelikefalin,-3.4100,True
Cyanocobalamin,-3.4100,False
Sucralfate,-3.4200,False
Dosmalfate,-3.4300,True
Teicoplanin,-3.4300,False
Miokamycin,-3.4600,True
Nonoxynol_9,-3.4600,False
Bictegravir_emtricitabine_and_tenofovir_alafenamide,-3.4600,True
Fidaxomicin,-3.4700,True
Rezafungin,-3.4700,True
Alloferon,-3.4900,True
Solamargine,-3.4900,True
Lanreotide_acetate,-3.5000,True
Simeprevir,-3.5100,True
Heparin_Sodium,-3.5100,True
Proglumetacin,-3.5200,False
Gadofosveset,-3.5200,True
Ciclosporin,-3.5200,True
Sotorasib,-3.5300,True
Telaprevir,-3.5300,True
Remikiren,-3.5400,True
Tazemetostat,-3.5400,True
Erythromycin_sulfisoxazole,-3.5400,True
Gonadorelin,-3.5500,False
Pipecuronium,-3.5500,True
Dalbavancin,-3.5700,False
Cobicistat,-3.5900,True
Ceruletide,-3.5900,True
Mega_3_acid_ethyl_esters,-3.5900,True
Adapalene,-3.5900,True
Dirithromycin,-3.5900,True
Icatibant,-3.6000,True
Polymyxin_B_Sulfate,-3.6100,False
GHRP_2,-3.6100,True
Pentagastrin,-3.6100,True
Iodoxamate_Meglumine,-3.6200,True
Saralasin_Acetate,-3.6300,True
Ridostin,-3.6300,False
Erythromycin,-3.6500,True
Atorvastatin,-3.6600,True
Triptorelin,-3.6600,True
Zinc_hyaluronate,-3.6600,True
Probucol,-3.6700,True
Cyanocobalamin_Co_60,-3.6800,False
Cabazitaxel,-3.6800,True
Gonadoreline_6_d_trp_acetate,-3.6800,True
Leuprorelin_acetate,-3.6800,True
Lutetium_Lu_177_dotatate,-3.6900,False
Mangafodipir_Trisodium,-3.6900,False
99mTc_tetrofosmin,-3.7000,True
Epanova,-3.7000,True
Bleomycin,-3.7100,False
Hydroxocobalamin,-3.7100,True
Mivacurium,-3.7200,False
Bacitracin,-3.7200,True
Alectinib,-3.7200,True
Iodixanol,-3.7400,False
Brigatinib,-3.7500,True
Ziconotide,-3.7500,False
Leuprolide,-3.7600,True
Motixafortide,-3.7800,False
Colistimethate,-3.8200,True
OctreoScan,-3.8400,False
ANGIOTENSIN_II,-3.8600,True
Acemannan,-3.8600,False
MK_8616,-3.9200,False
Technetium_Tc_99m_Apcitide,-3.9300,True
Gentamicine_sulfate,-3.9400,False
Chromomycin_a3,-4.0000,True
Benzonatate,-4.0200,False
PSMA_11_Ga_68,-4.1300,True
Tenapanor,-4.1500,False
Doxacurium,-4.1800,False
Technetium_Tc_99m_Depreotide,-4.2000,True
Insulin_recombinant,-4.2200,False
Somapacitan,-4.2300,False
Clothiapine,-4.3200,True
Charybdotoxin,-4.5600,False
Insulin_detemir,-4.6200,False
Human_neutral_insulin,-4.7300,False
Insulin_porcine,-4.7300,False
Insulin_glulisine,-4.7400,False
Insulin_aspart,-4.8000,False
